product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
8,Грудинка копченая,8400.0,648,Мясо,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2016-01-06,2027-06-15,2.11,Refunded
8,Грудинка копченая,8400.0,648,Мясо,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2016-01-06,2027-06-15,2.11,Refunded
9,Фейхоа,6100.0,741,Фрукты,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2004-04-02,2029-10-05,2.26,On Backorder
9,Фейхоа,6100.0,741,Фрукты,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2004-04-02,2029-10-05,2.26,On Backorder
10,Пакеты для рыбалки,8496.0,335,Товары для дома,Помогает поддерживать нормальный уровень холестерина в крови.,2004-01-16,2016-07-01,3.19,Refunded
10,Пакеты для рыбалки,8496.0,335,Товары для дома,Помогает поддерживать нормальный уровень холестерина в крови.,2004-01-16,2016-07-01,3.19,Refunded
11,Горчица зерновая,6410.0,310,Бакалея,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2005-04-20,2007-11-01,1.93,Cancelled
11,Горчица зерновая,6410.0,310,Бакалея,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2005-04-20,2007-11-01,1.93,Cancelled
12,Айран,982.0,993,Напитки,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",1992-03-02,2018-02-17,3.67,Backorder
12,Айран,982.0,993,Напитки,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",1992-03-02,2018-02-17,3.67,Backorder
13,Адыгейский сыр,4146.0,930,Молочные продукты,"Отличается высоким содержанием фтора, необходимого для здоровья зубов и костей.",1992-01-05,2019-01-05,2.84,Pending
13,Адыгейский сыр,4146.0,930,Молочные продукты,"Отличается высоким содержанием фтора, необходимого для здоровья зубов и костей.",1992-01-05,2019-01-05,2.84,Pending
14,Цветная капуста,6615.0,841,Овощи,Помогает поддерживать нормальный уровень pH в организме.,2004-03-03,2009-07-10,0.64,Temporarily Unavailable
14,Цветная капуста,6615.0,841,Овощи,Помогает поддерживать нормальный уровень pH в организме.,2004-03-03,2009-07-10,0.64,Temporarily Unavailable
15,Новотерская,4468.0,589,Напитки,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",2016-08-14,2019-02-13,0.13,Backorder
15,Новотерская,4468.0,589,Напитки,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",2016-08-14,2019-02-13,0.13,Backorder
16,Шпинат,7667.0,720,Овощи,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",2001-02-14,2006-10-01,3.71,Awaiting Payment
16,Шпинат,7667.0,720,Овощи,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",2001-02-14,2006-10-01,3.71,Awaiting Payment
17,Мешки для мусора,3141.0,403,Товары для дома,Отличается способностью повышать общий тонус и работоспособность.,2010-05-14,2018-04-15,4.43,Temporarily Unavailable
17,Мешки для мусора,3141.0,403,Товары для дома,Отличается способностью повышать общий тонус и работоспособность.,2010-05-14,2018-04-15,4.43,Temporarily Unavailable
18,Волгодонская,9953.0,612,Напитки,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2012-11-10,2027-06-03,4.3,Backorder
18,Волгодонская,9953.0,612,Напитки,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2012-11-10,2027-06-03,4.3,Backorder
19,Волгодонская,5179.0,668,Напитки,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",1999-02-02,2007-02-08,1.42,Awaiting Payment
19,Волгодонская,5179.0,668,Напитки,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",1999-02-02,2007-02-08,1.42,Awaiting Payment
20,Голландский сыр,326.0,631,Молочные продукты,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",1993-03-02,2019-02-01,1.33,Delivered
20,Голландский сыр,326.0,631,Молочные продукты,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",1993-03-02,2019-02-01,1.33,Delivered
21,Фахитас с мясом,9974.0,159,Мясо,"Отличается высоким содержанием астаксантина, мощного антиоксиданта, полезного для кожи и суставов.",2003-01-12,2027-08-01,1.94,On Backorder
21,Фахитас с мясом,9974.0,159,Мясо,"Отличается высоким содержанием астаксантина, мощного антиоксиданта, полезного для кожи и суставов.",2003-01-12,2027-08-01,1.94,On Backorder
22,Сок апельсиновый,3198.0,540,Напитки,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2002-03-26,2021-03-01,2.54,Backorder
22,Сок апельсиновый,3198.0,540,Напитки,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2002-03-26,2021-03-01,2.54,Backorder
23,Кокос,549.0,952,Фрукты,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2022-02-02,2024-04-01,3.51,Backorder
23,Кокос,549.0,952,Фрукты,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2022-02-02,2024-04-01,3.51,Backorder
24,Пакеты для походов,9217.0,164,Товары для дома,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1995-12-13,2013-01-08,2.93,Pending
24,Пакеты для походов,9217.0,164,Товары для дома,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1995-12-13,2013-01-08,2.93,Pending
25,Мандарин,4364.0,690,Фрукты,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2011-06-06,2025-02-04,3.82,Refunded
25,Мандарин,4364.0,690,Фрукты,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2011-06-06,2025-02-04,3.82,Refunded
26,Пакеты для Дня Земли,3067.0,26,Товары для дома,Подходит для использования в специализированных диетах и лечебных программах.,2016-05-09,2028-06-03,0.3,Returned
26,Пакеты для Дня Земли,3067.0,26,Товары для дома,Подходит для использования в специализированных диетах и лечебных программах.,2016-05-09,2028-06-03,0.3,Returned
27,Каша из дробленной ржаной крупы,9390.0,965,Бакалея,Отвечает всем современным стандартам качества и безопасности.,2017-09-17,2019-04-04,4.95,Delivered
27,Каша из дробленной ржаной крупы,9390.0,965,Бакалея,Отвечает всем современным стандартам качества и безопасности.,2017-09-17,2019-04-04,4.95,Delivered
28,Оленина,6224.0,110,Мясо,Отличается способностью повышать общий тонус и работоспособность.,2006-01-20,2027-01-02,4.97,Out of Stock
28,Оленина,6224.0,110,Мясо,Отличается способностью повышать общий тонус и работоспособность.,2006-01-20,2027-01-02,4.97,Out of Stock
29,Сибирская,9296.0,165,Напитки,Отличается высокими показателями усвояемости организмом.,1992-06-01,2028-04-09,0.24,Sold
29,Сибирская,9296.0,165,Напитки,Отличается высокими показателями усвояемости организмом.,1992-06-01,2028-04-09,0.24,Sold
30,Пакеты для хранения одежды,5786.0,291,Товары для дома,Отличается хорошим сочетанием с различными специями и приправами.,2001-04-01,2003-08-09,2.06,Pending
30,Пакеты для хранения одежды,5786.0,291,Товары для дома,Отличается хорошим сочетанием с различными специями и приправами.,2001-04-01,2003-08-09,2.06,Pending
31,Эмменталь,4380.0,978,Молочные продукты,"Помогает поддерживать нормальный уровень куркумина, вещества, обладающего противовоспалительными и антиоксидантными свойствами.",2008-09-21,2020-01-05,1.21,Awaiting Payment
31,Эмменталь,4380.0,978,Молочные продукты,"Помогает поддерживать нормальный уровень куркумина, вещества, обладающего противовоспалительными и антиоксидантными свойствами.",2008-09-21,2020-01-05,1.21,Awaiting Payment
32,Читинская,3710.0,824,Напитки,"Отличается высоким содержанием рутина, флавоноида, укрепляющего сосуды и улучшающего кровообращение.",2002-06-07,2014-05-12,4.13,Awaiting Review
32,Читинская,3710.0,824,Напитки,"Отличается высоким содержанием рутина, флавоноида, укрепляющего сосуды и улучшающего кровообращение.",2002-06-07,2014-05-12,4.13,Awaiting Review
33,Фенхель,3409.0,843,Овощи,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",1995-07-20,2012-02-05,2.75,Sold
33,Фенхель,3409.0,843,Овощи,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",1995-07-20,2012-02-05,2.75,Sold
34,Пакеты для благотворительного мероприятия,8337.0,153,Товары для дома,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,1997-04-04,2006-03-15,2.5,On Backorder
34,Пакеты для благотворительного мероприятия,8337.0,153,Товары для дома,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,1997-04-04,2006-03-15,2.5,On Backorder
35,Петрушка корневая,1062.0,530,Овощи,"Отличается высоким содержанием пиридоксина, необходимого для синтеза нейромедиаторов.",2016-02-22,2027-02-19,1.43,Cancelled
35,Петрушка корневая,1062.0,530,Овощи,"Отличается высоким содержанием пиридоксина, необходимого для синтеза нейромедиаторов.",2016-02-22,2027-02-19,1.43,Cancelled
36,Кумыс,5074.0,945,Напитки,Подходит для использования в специализированных диетах и лечебных программах.,2008-03-03,2027-01-13,1.94,Delivered
36,Кумыс,5074.0,945,Напитки,Подходит для использования в специализированных диетах и лечебных программах.,2008-03-03,2027-01-13,1.94,Delivered
37,Брокколи,8404.0,653,Овощи,"Является источником витаминов группы B, необходимых для энергетического обмена.",2004-04-06,2021-03-04,0.66,Temporarily Unavailable
37,Брокколи,8404.0,653,Овощи,"Является источником витаминов группы B, необходимых для энергетического обмена.",2004-04-06,2021-03-04,0.66,Temporarily Unavailable
38,Бекон,6415.0,137,Мясо,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2000-05-01,2012-03-07,3.76,On Backorder
38,Бекон,6415.0,137,Мясо,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2000-05-01,2012-03-07,3.76,On Backorder
39,Тыква,981.0,536,Овощи,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2009-01-01,2028-03-03,1.28,Out of Stock
39,Тыква,981.0,536,Овощи,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2009-01-01,2028-03-03,1.28,Out of Stock
40,Кефир,501.0,321,Молочные продукты,"Является источником важных микроэлементов, таких как магний и калий.",2012-08-09,2016-08-07,1.26,Returned
40,Кефир,501.0,321,Молочные продукты,"Является источником важных микроэлементов, таких как магний и калий.",2012-08-09,2016-08-07,1.26,Returned
41,Клубника,1861.0,272,Фрукты,"Помогает поддерживать нормальный уровень сапонинов, веществ, способствующих снижению уровня холестерина.",2000-10-14,2029-02-11,4.68,In Stock
41,Клубника,1861.0,272,Фрукты,"Помогает поддерживать нормальный уровень сапонинов, веществ, способствующих снижению уровня холестерина.",2000-10-14,2029-02-11,4.68,In Stock
42,Баранина,2365.0,633,Мясо,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2015-05-01,2024-04-08,2.8,Backorder
42,Баранина,2365.0,633,Мясо,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2015-05-01,2024-04-08,2.8,Backorder
43,Моцарелла,9651.0,379,Молочные продукты,Представляет собой ценный источник питательных веществ для растущего организма.,1993-02-02,2023-01-03,0.97,Awaiting Payment
43,Моцарелла,9651.0,379,Молочные продукты,Представляет собой ценный источник питательных веществ для растущего организма.,1993-02-02,2023-01-03,0.97,Awaiting Payment
44,Помело,979.0,114,Фрукты,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2016-06-11,2021-05-06,3.28,Awaiting Review
44,Помело,979.0,114,Фрукты,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2016-06-11,2021-05-06,3.28,Awaiting Review
45,Яблоко,141.0,564,Фрукты,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",1990-07-10,2008-06-01,3.7,In Stock
45,Яблоко,141.0,564,Фрукты,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",1990-07-10,2008-06-01,3.7,In Stock
46,Редис,9155.0,931,Овощи,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",2019-02-06,2028-05-01,1.47,On Backorder
46,Редис,9155.0,931,Овощи,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",2019-02-06,2028-05-01,1.47,On Backorder
47,Пищевая пленка,9836.0,793,Товары для дома,Помогает сохранять бодрость и активность в течение дня.,2017-01-03,2024-10-08,3.45,Refunded
47,Пищевая пленка,9836.0,793,Товары для дома,Помогает сохранять бодрость и активность в течение дня.,2017-01-03,2024-10-08,3.45,Refunded
48,Пакеты для свадьбы,353.0,49,Товары для дома,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",1997-04-03,2016-03-10,4.85,New
48,Пакеты для свадьбы,353.0,49,Товары для дома,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",1997-04-03,2016-03-10,4.85,New
49,Пастернак,8306.0,390,Овощи,Прошел строгий контроль качества на всех этапах производства.,1996-02-09,2025-06-04,2.92,Awaiting Payment
49,Пастернак,8306.0,390,Овощи,Прошел строгий контроль качества на всех этапах производства.,1996-02-09,2025-06-04,2.92,Awaiting Payment
50,Расческа,6479.0,947,Товары для дома,Помогает поддерживать нормальный уровень артериального давления.,1999-05-09,2014-07-04,3.3,Awaiting Payment
50,Расческа,6479.0,947,Товары для дома,Помогает поддерживать нормальный уровень артериального давления.,1999-05-09,2014-07-04,3.3,Awaiting Payment
51,Персик,5773.0,513,Фрукты,"Помогает поддерживать нормальный уровень кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2017-01-03,2030-04-06,0.66,On Backorder
51,Персик,5773.0,513,Фрукты,"Помогает поддерживать нормальный уровень кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2017-01-03,2030-04-06,0.66,On Backorder
52,Бекон,1818.0,625,Мясо,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",2012-10-06,2030-12-03,0.84,Awaiting Review
52,Бекон,1818.0,625,Мясо,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",2012-10-06,2030-12-03,0.84,Awaiting Review
53,Катык,3179.0,385,Молочные продукты,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,1992-05-05,2012-02-13,1.93,Sold
53,Катык,3179.0,385,Молочные продукты,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,1992-05-05,2012-02-13,1.93,Sold
54,Репа,3502.0,108,Овощи,Отличается гипоаллергенностью и безопасностью для большинства людей.,2015-02-10,2020-03-02,1.45,Pending
54,Репа,3502.0,108,Овощи,Отличается гипоаллергенностью и безопасностью для большинства людей.,2015-02-10,2020-03-02,1.45,Pending
55,Мацони,9611.0,920,Молочные продукты,Помогает поддерживать нормальный уровень гормонов в организме.,2012-07-02,2027-03-12,4.18,Available for Pickup
55,Мацони,9611.0,920,Молочные продукты,Помогает поддерживать нормальный уровень гормонов в организме.,2012-07-02,2027-03-12,4.18,Available for Pickup
56,Пакеты для лекарств,1308.0,185,Товары для дома,Помогает поддерживать оптимальный вес и форму тела.,2015-09-09,2025-01-04,3.89,Awaiting Payment
56,Пакеты для лекарств,1308.0,185,Товары для дома,Помогает поддерживать оптимальный вес и форму тела.,2015-09-09,2025-01-04,3.89,Awaiting Payment
57,Кофе эспрессо,2089.0,22,Напитки,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2019-08-02,2028-08-26,1.25,Awaiting Review
57,Кофе эспрессо,2089.0,22,Напитки,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2019-08-02,2028-08-26,1.25,Awaiting Review
58,Клубника,337.0,275,Фрукты,Отличается хорошим сочетанием с различными специями и приправами.,2002-02-07,2015-01-01,3.0,Available for Pickup
58,Клубника,337.0,275,Фрукты,Отличается хорошим сочетанием с различными специями и приправами.,2002-02-07,2015-01-01,3.0,Available for Pickup
59,Паштет,5639.0,84,Мясо,Подходит для людей с чувствительным пищеварением.,1995-02-02,2014-07-03,0.97,Pending
59,Паштет,5639.0,84,Мясо,Подходит для людей с чувствительным пищеварением.,1995-02-02,2014-07-03,0.97,Pending
60,Пакеты для Дня матери,8835.0,184,Товары для дома,Способствует улучшению работы пищеварительной системы.,1992-07-25,2018-03-04,2.35,Out of Stock
60,Пакеты для Дня матери,8835.0,184,Товары для дома,Способствует улучшению работы пищеварительной системы.,1992-07-25,2018-03-04,2.35,Out of Stock
61,Моцарелла,4294.0,848,Молочные продукты,Отличается хорошей совместимостью с другими продуктами питания.,1994-03-11,2010-09-01,3.7,Temporarily Unavailable
61,Моцарелла,4294.0,848,Молочные продукты,Отличается хорошей совместимостью с другими продуктами питания.,1994-03-11,2010-09-01,3.7,Temporarily Unavailable
62,Йогурт,6816.0,353,Молочные продукты,Подходит для людей с непереносимостью лактозы благодаря специальной обработке.,1998-01-02,2030-11-18,1.15,Refunded
62,Йогурт,6816.0,353,Молочные продукты,Подходит для людей с непереносимостью лактозы благодаря специальной обработке.,1998-01-02,2030-11-18,1.15,Refunded
63,Шпик,5672.0,373,Мясо,Помогает поддерживать нормальный уровень кислотности желудка.,1997-02-20,2009-01-25,4.94,Shipping
63,Шпик,5672.0,373,Мясо,Помогает поддерживать нормальный уровень кислотности желудка.,1997-02-20,2009-01-25,4.94,Shipping
64,Пакеты для семинара,8412.0,685,Товары для дома,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2012-02-07,2017-01-03,4.2,Backorder
64,Пакеты для семинара,8412.0,685,Товары для дома,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2012-02-07,2017-01-03,4.2,Backorder
65,Конина,100.0,37,Мясо,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2001-03-04,2014-01-08,3.75,In Stock
65,Конина,100.0,37,Мясо,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2001-03-04,2014-01-08,3.75,In Stock
66,Дезодорант,4189.0,572,Товары для дома,Может использоваться в косметических процедурах для увлажнения кожи.,2019-02-06,2019-10-09,4.22,Pending
66,Дезодорант,4189.0,572,Товары для дома,Может использоваться в косметических процедурах для увлажнения кожи.,2019-02-06,2019-10-09,4.22,Pending
67,Огурец,125.0,569,Овощи,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2014-09-03,2019-01-01,1.67,Refunded
67,Огурец,125.0,569,Овощи,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2014-09-03,2019-01-01,1.67,Refunded
68,Темный шоколад,2743.0,78,Бакалея,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",1996-01-08,2028-08-13,1.17,Awaiting Review
68,Темный шоколад,2743.0,78,Бакалея,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",1996-01-08,2028-08-13,1.17,Awaiting Review
69,Плечо,5388.0,869,Мясо,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1999-05-09,2000-01-05,0.33,In Stock
69,Плечо,5388.0,869,Мясо,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1999-05-09,2000-01-05,0.33,In Stock
70,Рыбинская,3249.0,887,Напитки,Помогает предотвратить дефицит витаминов и минералов в организме.,2015-05-08,2025-03-13,3.17,On Backorder
70,Рыбинская,3249.0,887,Напитки,Помогает предотвратить дефицит витаминов и минералов в организме.,2015-05-08,2025-03-13,3.17,On Backorder
71,Инжир,3003.0,233,Фрукты,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2014-08-05,2026-03-03,3.32,Awaiting Payment
71,Инжир,3003.0,233,Фрукты,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2014-08-05,2026-03-03,3.32,Awaiting Payment
72,Шпик,567.0,554,Мясо,Помогает поддерживать нормальный уровень холестерина в крови.,1998-02-16,2010-03-04,2.69,Shipping
72,Шпик,567.0,554,Мясо,Помогает поддерживать нормальный уровень холестерина в крови.,1998-02-16,2010-03-04,2.69,Shipping
73,Шаверма,3553.0,818,Мясо,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,2014-02-26,2016-02-14,3.3,Out of Stock
73,Шаверма,3553.0,818,Мясо,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,2014-02-26,2016-02-14,3.3,Out of Stock
74,Окра,6329.0,972,Овощи,Помогает поддерживать нормальный уровень холестерина в крови.,2015-01-04,2017-02-13,2.78,Out of Stock
74,Окра,6329.0,972,Овощи,Помогает поддерживать нормальный уровень холестерина в крови.,2015-01-04,2017-02-13,2.78,Out of Stock
75,Зубная паста,5629.0,62,Товары для дома,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,1994-01-20,2023-01-08,2.95,Shipping
75,Зубная паста,5629.0,62,Товары для дома,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,1994-01-20,2023-01-08,2.95,Shipping
76,Майонез,5622.0,570,Бакалея,Помогает поддерживать нормальный уровень кислотности желудка.,1993-01-11,1994-01-02,2.48,Awaiting Review
76,Майонез,5622.0,570,Бакалея,Помогает поддерживать нормальный уровень кислотности желудка.,1993-01-11,1994-01-02,2.48,Awaiting Review
77,Окра,6069.0,912,Овощи,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2012-01-03,2022-03-09,1.01,Delivered
77,Окра,6069.0,912,Овощи,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2012-01-03,2022-03-09,1.01,Delivered
78,Тыква,4269.0,20,Овощи,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",2008-01-04,2021-03-06,2.23,Delivered
78,Тыква,4269.0,20,Овощи,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",2008-01-04,2021-03-06,2.23,Delivered
79,Огурец,1380.0,818,Овощи,"Помогает поддерживать нормальный уровень зеаксантина, каротиноида, важного для здоровья глаз.",1991-04-03,2012-02-02,2.8,Refunded
79,Огурец,1380.0,818,Овощи,"Помогает поддерживать нормальный уровень зеаксантина, каротиноида, важного для здоровья глаз.",1991-04-03,2012-02-02,2.8,Refunded
80,Волжанка,2232.0,653,Напитки,Помогает поддерживать нормальный уровень холестерина в крови.,2006-03-07,2021-02-07,4.05,Backorder
80,Волжанка,2232.0,653,Напитки,Помогает поддерживать нормальный уровень холестерина в крови.,2006-03-07,2021-02-07,4.05,Backorder
81,Сервелат,4754.0,192,Мясо,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",1994-01-03,2019-05-01,4.07,Shipping
81,Сервелат,4754.0,192,Мясо,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",1994-01-03,2019-05-01,4.07,Shipping
82,Буженина,8784.0,10,Мясо,Отличается натуральным составом и отсутствием искусственных добавок.,2002-04-13,2012-05-10,1.24,Temporarily Unavailable
82,Буженина,8784.0,10,Мясо,Отличается натуральным составом и отсутствием искусственных добавок.,2002-04-13,2012-05-10,1.24,Temporarily Unavailable
83,Скалки,8031.0,525,Товары для дома,Помогает поддерживать здоровый цвет лица и упругость кожи.,2001-01-21,2002-06-16,1.33,Available for Pickup
83,Скалки,8031.0,525,Товары для дома,Помогает поддерживать здоровый цвет лица и упругость кожи.,2001-01-21,2002-06-16,1.33,Available for Pickup
84,Огурец,9610.0,120,Овощи,"Является источником важных нутриентов, необходимых для роста и развития детей.",1999-07-07,2026-07-05,1.21,Available for Pickup
84,Огурец,9610.0,120,Овощи,"Является источником важных нутриентов, необходимых для роста и развития детей.",1999-07-07,2026-07-05,1.21,Available for Pickup
85,Мягкие игрушки,1861.0,532,Товары для дома,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1999-03-17,2029-01-18,2.06,Available for Pickup
85,Мягкие игрушки,1861.0,532,Товары для дома,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1999-03-17,2029-01-18,2.06,Available for Pickup
86,Бадьян,716.0,330,Бакалея,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",1990-02-08,2018-01-12,2.52,Backorder
86,Бадьян,716.0,330,Бакалея,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",1990-02-08,2018-01-12,2.52,Backorder
87,Инжир,7658.0,89,Фрукты,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2001-02-07,2013-06-04,4.21,Delivered
87,Инжир,7658.0,89,Фрукты,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2001-02-07,2013-06-04,4.21,Delivered
88,Окра,4747.0,550,Овощи,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,1998-07-15,2002-08-02,1.42,Available for Pickup
88,Окра,4747.0,550,Овощи,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,1998-07-15,2002-08-02,1.42,Available for Pickup
89,Мацони,8601.0,260,Молочные продукты,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",2008-09-04,2021-02-01,4.12,Backorder
